Task_ID,Project_Phase,Start_Date,End_Date,Planned_Duration_Days,Task_Duration_Days,Schedule_Variance_Days,Delay_Flag,Labor_Required,Equipment_Units,Planned_Cost_USD,Material_Cost_USD,Cost_Variance_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Safety_Incident_Count,Incident_Severity,Near_Miss_Count,Safety_Score
T715,Structural,2024-08-07,2024-10-29,74,83,9,1,17,9,92688.24,91725.63,-962.61,22,Low,0.28,0.8,0,0,None,4,86.5
T716,Closeout & Commissioning,2025-01-06,2025-01-23,13,17,4,1,10,8,62995.68,63906.02,910.34,15,Low,0.58,0.66,1,0,None,0,100.0
T717,Finishing & Interiors,2024-12-02,2025-02-25,62,85,23,1,10,8,62107.04,63352.24,1245.2,13,High,0.99,0.17,1,1,Minor,2,83.9
T718,Closeout & Commissioning,2025-01-17,2025-04-05,78,78,0,0,4,7,42243.46,40917.85,-1325.61,28,Medium,0.82,0.62,3,0,None,1,94.4
T719,Foundation & Sitework,2024-05-09,2024-07-21,56,73,17,1,4,4,83065.74,75487.39,-7578.35,25,Low,0.37,0.62,1,0,None,0,100.0
T720,Finishing & Interiors,2024-12-10,2024-12-11,1,1,0,0,7,2,53502.48,53598.11,95.63,2,Low,0.6,0.86,4,1,Minor,2,82.3
T721,Closeout & Commissioning,2025-01-10,2025-03-02,57,51,-6,0,1,3,58267.31,68066.37,9799.06,14,Low,0.39,0.1,2,0,None,0,97.2
T722,Foundation & Sitework,2024-05-28,2024-07-12,32,45,13,1,12,6,44758.73,43417.33,-1341.4,2,Medium,0.53,0.3,0,1,Minor,5,69.0
T723,Pre-Construction,2024-04-01,2024-06-17,83,77,-6,0,13,5,64388.37,73418.15,9029.78,22,Low,0.82,0.84,4,0,None,1,96.1
T724,Finishing & Interiors,2024-12-18,2024-12-22,3,4,1,1,10,8,67091.68,82622.68,15531.0,28,High,0.82,0.85,4,1,Minor,1,86.8
T725,MEP,2024-08-14,2024-10-15,54,62,8,1,15,6,16785.37,15497.19,-1288.18,1,Low,0.38,0.68,4,0,None,3,87.8
T726,Finishing & Interiors,2024-12-30,2025-03-05,53,65,12,1,13,6,67511.81,83460.04,15948.23,0,Low,0.94,0.71,4,0,None,0,100.0
T727,Foundation & Sitework,2024-05-28,2024-06-29,33,32,-1,0,9,1,50061.33,54489.36,4428.03,8,Medium,0.67,0.17,0,0,None,2,92.3
T728,Finishing & Interiors,2024-12-25,2025-01-28,36,34,-2,0,9,4,66945.14,84621.92,17676.78,8,High,0.5,0.51,3,0,None,0,100.0
T729,Foundation & Sitework,2024-04-15,2024-06-26,53,72,19,1,15,5,48095.49,43698.87,-4396.62,22,High,0.6,0.29,1,0,None,0,99.2
T730,Foundation & Sitework,2024-04-15,2024-05-24,40,39,-1,0,10,3,35582.94,38525.01,2942.07,6,Low,0.68,0.24,4,0,None,0,100.0
T731,Foundation & Sitework,2024-05-03,2024-05-29,21,26,5,1,10,9,90626.45,91591.01,964.56,2,Medium,0.65,0.75,1,0,None,1,100.0
T732,Finishing & Interiors,2024-10-30,2024-12-03,32,34,2,1,8,1,21516.0,25865.76,4349.76,25,Medium,0.59,0.21,1,0,None,0,100.0
T733,MEP,2024-08-28,2024-10-21,45,54,9,1,16,6,85693.23,84577.02,-1116.21,17,Low,0.6,0.47,4,1,Serious,0,63.7
T734,MEP,2024-09-03,2024-09-06,3,3,0,0,17,6,48752.95,48918.04,165.09,10,Low,0.34,0.85,3,0,None,1,92.6
T735,Structural,2024-07-29,2024-09-17,47,50,3,1,5,5,47389.57,51895.45,4505.88,6,Low,0.85,0.25,1,1,Moderate,0,76.9
T736,Finishing & Interiors,2024-10-28,2024-11-09,10,12,2,1,4,5,24576.5,31538.36,6961.86,8,Low,0.63,0.88,2,0,None,0,96.4
T737,Structural,2024-07-29,2024-10-02,58,65,7,1,18,5,47498.96,57731.18,10232.22,0,High,0.3,0.9,1,0,None,0,99.2
T738,Finishing & Interiors,2024-11-29,2025-01-22,50,54,4,1,19,6,35976.74,33195.91,-2780.83,28,Low,0.81,0.54,4,0,None,0,100.0
T739,Structural,2024-06-11,2024-06-16,4,5,1,1,4,8,4885.3,4887.67,2.37,13,High,0.95,0.24,0,0,None,2,93.0
T740,Structural,2024-07-31,2024-09-26,51,57,6,1,7,2,29450.23,27927.86,-1522.37,19,Medium,0.96,0.35,1,0,None,0,100.0
T741,MEP,2024-10-24,2024-11-10,17,17,0,0,10,6,1357.6,1631.53,273.93,5,Medium,0.5,0.44,3,0,None,2,99.0
T742,Structural,2024-08-30,2024-10-16,34,47,13,1,18,1,97304.2,97857.12,552.92,6,Medium,0.31,0.35,2,0,None,0,96.4
T743,Finishing & Interiors,2024-11-25,2024-12-18,18,23,5,1,19,4,98524.32,96608.97,-1915.35,9,Low,0.61,0.32,2,0,None,3,92.8
T744,MEP,2024-08-12,2024-10-30,55,79,24,1,4,3,40088.57,40120.37,31.8,6,Low,0.29,0.88,0,0,None,0,99.0
T745,Structural,2024-05-29,2024-08-22,85,85,0,0,10,9,79564.67,73108.71,-6455.96,25,Low,0.95,0.22,0,0,None,0,96.3
T746,Finishing & Interiors,2024-10-25,2024-11-08,14,14,0,0,1,3,29791.47,35234.8,5443.33,1,Medium,0.35,0.69,1,0,None,1,93.6
T747,Structural,2024-08-19,2024-10-24,54,66,12,1,18,6,51813.71,67438.22,15624.51,29,Low,0.4,0.1,4,0,None,0,100.0
T748,MEP,2024-08-20,2024-11-03,75,75,0,0,5,1,81709.06,80737.57,-971.49,3,Medium,0.53,0.58,3,0,None,3,94.8
T749,Closeout & Commissioning,2025-01-06,2025-02-26,35,51,16,1,15,6,94543.69,94728.87,185.18,20,Low,0.51,0.83,2,0,None,0,100.0
T750,MEP,2024-10-23,2024-11-30,30,38,8,1,17,4,40976.37,40621.02,-355.35,29,Low,0.84,0.33,0,0,None,2,98.9
T751,Foundation & Sitework,2024-05-29,2024-08-01,55,64,9,1,3,8,66059.82,78546.5,12486.68,27,Low,0.57,0.25,3,0,None,0,97.1
T752,Closeout & Commissioning,2025-02-13,2025-03-23,34,38,4,1,12,9,23547.04,27326.92,3779.88,16,High,0.34,0.62,4,2,Serious,4,31.6
T753,MEP,2024-09-23,2024-11-12,43,50,7,1,2,4,91881.16,99042.9,7161.74,0,Medium,0.41,0.67,2,0,None,0,100.0
T754,Structural,2024-07-29,2024-10-19,90,82,-8,0,1,6,3082.2,3551.19,468.99,9,Low,0.61,0.65,2,0,None,0,99.8
T755,Foundation & Sitework,2024-06-03,2024-07-03,30,30,0,0,17,1,60131.7,60749.35,617.65,18,Medium,0.32,0.36,4,0,None,0,99.2
T756,Finishing & Interiors,2024-12-02,2025-02-19,79,79,0,0,16,4,67391.1,66291.09,-1100.01,14,Low,0.69,0.3,2,0,None,0,98.6
T757,MEP,2024-09-24,2024-11-14,42,51,9,1,5,7,61942.94,69116.51,7173.57,9,High,0.65,0.86,4,1,Minor,0,85.9
T758,MEP,2024-09-06,2024-11-08,48,63,15,1,15,1,9824.45,12918.37,3093.92,18,Medium,0.77,0.84,2,0,None,0,100.0
T759,Finishing & Interiors,2024-11-12,2025-01-03,52,52,0,0,3,8,80083.47,93914.45,13830.98,11,Low,0.95,0.47,1,0,None,0,96.6
T760,Finishing & Interiors,2024-12-11,2025-01-18,32,38,6,1,7,6,15737.9,18937.14,3199.24,23,Medium,0.93,0.78,4,0,None,0,99.7
T761,Foundation & Sitework,2024-04-15,2024-07-12,63,88,25,1,11,5,62760.2,62652.59,-107.61,15,Low,0.96,0.46,3,2,Minor,3,61.5
T762,Structural,2024-08-16,2024-11-03,67,79,12,1,10,9,24094.07,23044.93,-1049.14,8,High,0.4,0.44,1,0,None,1,97.7
T763,Structural,2024-08-26,2024-09-25,30,30,0,0,9,2,27874.63,31414.43,3539.8,14,Low,0.31,0.23,3,0,None,5,82.1
T764,Finishing & Interiors,2024-11-05,2024-12-26,40,51,11,1,14,5,54215.93,55099.4,883.47,29,Medium,0.44,0.44,2,0,None,0,100.0
T765,Pre-Construction,2024-03-18,2024-06-07,67,81,14,1,13,6,46733.49,42302.15,-4431.34,26,Low,0.92,0.53,3,0,None,0,95.3
T766,MEP,2024-11-06,2024-11-11,5,5,0,0,2,7,16826.5,16862.33,35.83,27,Medium,0.98,0.12,1,2,Minor,0,68.5
T767,Finishing & Interiors,2024-11-27,2024-12-26,22,29,7,1,3,5,14317.43,17922.7,3605.27,16,Medium,0.89,0.46,4,1,Minor,0,87.8
T768,Finishing & Interiors,2024-12-16,2024-12-20,3,4,1,1,7,9,44789.88,42396.33,-2393.55,13,Medium,0.29,0.73,0,0,None,0,100.0
T769,Structural,2024-08-13,2024-08-23,9,10,1,1,18,1,70941.38,75971.01,5029.63,26,Medium,0.96,0.64,3,0,None,0,97.6
T770,Finishing & Interiors,2024-12-23,2025-02-17,52,56,4,1,3,7,79165.24,89898.5,10733.26,17,High,0.54,0.61,0,0,None,1,98.9
T771,Foundation & Sitework,2024-04-15,2024-05-02,17,17,0,0,10,7,7147.15,9328.64,2181.49,25,Low,0.21,0.83,3,0,None,0,100.0
T772,Finishing & Interiors,2024-11-28,2025-02-10,56,74,18,1,7,4,32480.99,39917.29,7436.3,1,Low,0.55,0.11,3,0,None,0,100.0
T773,Foundation & Sitework,2024-06-03,2024-06-20,13,17,4,1,9,9,9589.76,10924.31,1334.55,3,Low,0.24,0.55,4,1,Moderate,1,74.4
T774,Structural,2024-07-11,2024-10-03,85,84,-1,0,17,5,2262.65,2642.66,380.01,17,High,0.64,0.73,2,0,None,0,100.0
T775,Finishing & Interiors,2024-12-09,2025-03-07,89,88,-1,0,11,4,63282.62,66510.15,3227.53,6,Low,0.47,0.53,1,0,None,3,90.9
T776,Foundation & Sitework,2024-05-14,2024-07-22,69,69,0,0,7,7,61817.93,60642.49,-1175.44,12,Medium,0.58,0.36,1,0,None,0,96.3
T777,Foundation & Sitework,2024-04-29,2024-06-02,25,34,9,1,14,4,19023.63,17138.89,-1884.74,14,Medium,0.69,0.21,1,0,None,1,94.6
T778,Finishing & Interiors,2024-12-16,2024-12-22,5,6,1,1,19,3,21906.85,24147.47,2240.62,24,Low,0.9,0.81,2,0,None,0,99.2
T779,Finishing & Interiors,2024-12-04,2025-01-26,57,53,-4,0,4,9,3682.77,3347.07,-335.7,22,Low,0.73,0.48,0,0,None,0,100.0
T780,MEP,2024-09-27,2024-12-02,66,66,0,0,6,8,87268.68,83659.77,-3608.91,27,Low,0.55,0.8,1,0,None,0,100.0
T781,MEP,2024-10-31,2025-01-16,58,77,19,1,10,1,99311.03,97494.37,-1816.66,21,Low,0.86,0.57,0,0,None,0,97.9
T782,MEP,2024-09-30,2024-11-12,39,43,4,1,7,7,13424.05,14410.49,986.44,25,Low,0.92,0.64,2,0,None,2,89.1
T783,Structural,2024-08-19,2024-11-02,67,75,8,1,13,9,24057.66,23916.05,-141.61,0,Low,0.3,0.74,2,0,None,0,100.0
T784,Structural,2024-07-31,2024-08-23,27,23,-4,0,14,8,92143.45,86972.54,-5170.91,10,High,0.63,0.63,4,1,Minor,0,82.9
T785,Foundation & Sitework,2024-04-22,2024-06-16,41,55,14,1,4,8,93526.81,92719.92,-806.89,9,High,0.43,0.42,1,0,None,3,93.3
T786,Closeout & Commissioning,2025-01-13,2025-04-03,57,80,23,1,8,6,33996.17,42543.11,8546.94,24,Low,0.24,0.51,4,1,Minor,0,80.2
T787,MEP,2024-09-06,2024-11-20,57,75,18,1,5,4,4940.64,6011.62,1070.98,4,Low,0.73,0.74,1,0,None,1,97.8
T788,Structural,2024-08-06,2024-08-22,16,16,0,0,1,8,4922.23,4899.79,-22.44,15,Low,0.89,0.4,2,0,None,0,100.0
T789,MEP,2024-08-29,2024-09-06,9,8,-1,0,4,3,44733.64,57821.04,13087.4,10,Medium,0.33,0.41,2,0,None,1,93.7
T790,Closeout & Commissioning,2025-02-06,2025-02-10,3,4,1,1,3,9,38009.59,39896.62,1887.03,20,High,0.85,0.18,3,0,None,4,87.7
T791,Foundation & Sitework,2024-05-27,2024-05-31,4,4,0,0,9,2,3442.18,3836.59,394.41,5,Low,0.88,0.83,3,0,None,0,95.9
T792,MEP,2024-10-30,2024-12-25,65,56,-9,0,8,2,58150.55,58741.99,591.44,8,Low,0.93,0.17,2,0,None,0,100.0
T793,MEP,2024-08-09,2024-09-03,20,25,5,1,1,7,2433.74,2118.95,-314.79,12,Medium,0.41,0.62,2,0,None,2,94.5
T794,MEP,2024-09-30,2024-12-06,50,67,17,1,6,4,69818.03,78949.82,9131.79,23,Medium,0.92,0.43,0,0,None,0,99.1
T795,Pre-Construction,2024-03-28,2024-06-03,58,67,9,1,9,8,35031.89,31336.85,-3695.04,7,Low,0.46,0.42,0,0,None,0,100.0
T796,Finishing & Interiors,2024-10-21,2024-11-17,28,27,-1,0,7,9,4084.95,4985.54,900.59,13,Medium,0.64,0.64,4,0,None,0,100.0
T797,Closeout & Commissioning,2025-01-07,2025-02-08,24,32,8,1,4,7,58564.54,59246.87,682.33,23,Low,0.24,0.15,3,0,None,2,91.0
T798,MEP,2024-09-23,2024-11-12,44,50,6,1,13,5,39949.29,40370.76,421.47,0,Low,0.24,0.57,3,0,None,2,89.2
T799,MEP,2024-10-04,2024-12-04,61,61,0,0,17,8,96554.07,97406.24,852.17,16,Medium,0.78,0.72,2,1,Minor,1,85.6
T800,Closeout & Commissioning,2025-01-06,2025-02-26,46,51,5,1,2,4,59229.25,54875.67,-4353.58,23,High,0.56,0.76,2,0,None,2,94.8
T801,Finishing & Interiors,2024-12-17,2025-01-05,21,19,-2,0,5,2,25944.96,28248.68,2303.72,4,Low,0.41,0.24,4,1,Minor,0,88.9
T802,Foundation & Sitework,2024-04-22,2024-05-13,15,21,6,1,12,6,73539.47,71234.45,-2305.02,24,High,0.35,0.82,3,0,None,0,100.0
T803,MEP,2024-08-07,2024-08-12,3,5,2,1,8,9,21647.98,27877.71,6229.73,1,Low,0.74,0.62,0,0,None,0,100.0
T804,MEP,2024-09-27,2024-12-18,82,82,0,0,6,1,92205.97,90520.09,-1685.88,24,Medium,0.2,0.81,1,0,None,3,90.3
T805,Structural,2024-06-10,2024-07-22,42,42,0,0,8,7,37856.05,38097.48,241.43,27,Low,0.84,0.49,4,1,Moderate,2,71.5
T806,Finishing & Interiors,2024-11-18,2025-01-18,46,61,15,1,18,9,55078.88,55436.99,358.11,29,High,0.26,0.53,1,0,None,0,100.0
T807,Closeout & Commissioning,2025-01-09,2025-01-31,21,22,1,1,3,9,5817.17,6006.74,189.57,23,High,0.35,0.84,0,0,None,1,97.7
T808,Closeout & Commissioning,2025-02-07,2025-02-28,23,21,-2,0,12,3,48006.86,43186.0,-4820.86,8,Low,0.51,0.82,0,0,None,0,96.8
T809,MEP,2024-10-25,2025-01-03,64,70,6,1,3,5,65755.97,83403.99,17648.02,3,High,0.59,0.46,1,0,None,0,97.7
T810,Foundation & Sitework,2024-06-06,2024-06-07,1,1,0,0,6,8,75731.66,80759.23,5027.57,16,High,0.48,0.32,4,2,Minor,0,67.0
T811,Closeout & Commissioning,2025-01-01,2025-01-06,4,5,1,1,2,8,22891.61,23207.54,315.93,16,Medium,0.46,0.41,1,0,None,0,97.5
T812,Finishing & Interiors,2024-12-02,2024-12-14,8,12,4,1,12,4,18616.18,23381.83,4765.65,20,Low,0.97,0.41,4,0,None,0,98.1
T813,Foundation & Sitework,2024-06-04,2024-07-20,38,46,8,1,2,1,82294.26,81913.23,-381.03,17,High,0.71,0.33,4,1,Minor,2,79.6
T814,Closeout & Commissioning,2025-01-20,2025-02-23,33,34,1,1,6,1,89397.23,93109.44,3712.21,15,High,0.22,0.31,2,0,None,0,100.0
T815,Finishing & Interiors,2024-12-09,2025-01-27,49,49,0,0,17,4,8697.54,10440.73,1743.19,29,Low,0.54,0.79,3,2,Minor,1,66.3
T816,MEP,2024-09-02,2024-11-19,55,78,23,1,3,6,45207.61,45555.81,348.2,7,High,0.9,0.16,3,3,Minor,2,50.2
T817,MEP,2024-10-18,2024-12-02,35,45,10,1,2,8,30584.57,34407.97,3823.4,25,Low,0.44,0.64,0,0,None,0,95.8
T818,Structural,2024-05-31,2024-06-27,23,27,4,1,8,6,69816.0,87198.16,17382.16,10,Low,0.28,0.24,2,1,Moderate,2,64.9
T819,Pre-Construction,2024-03-11,2024-05-23,64,73,9,1,12,9,9384.25,9268.97,-115.28,20,Medium,0.81,0.38,3,0,None,5,81.7
T820,Structural,2024-08-19,2024-09-14,26,26,0,0,4,9,19315.38,21901.47,2586.09,20,Medium,0.68,0.15,4,0,None,2,94.2
T821,Finishing & Interiors,2024-12-09,2025-01-25,48,47,-1,0,5,2,76844.67,75494.37,-1350.3,17,Medium,0.66,0.32,4,0,None,0,97.1
T822,Pre-Construction,2024-04-01,2024-06-26,66,86,20,1,13,1,5352.23,6078.09,725.86,22,Low,0.24,0.71,1,0,None,0,97.8
T823,Structural,2024-06-10,2024-08-05,60,56,-4,0,15,2,50302.07,49761.0,-541.07,28,High,0.31,0.81,1,0,None,1,96.0
T824,Structural,2024-08-12,2024-10-14,50,63,13,1,16,5,44739.73,44768.6,28.87,23,Low,0.7,0.28,4,0,None,1,100.0
T825,MEP,2024-09-03,2024-10-21,52,48,-4,0,10,4,34648.05,34105.72,-542.33,9,Low,0.37,0.47,4,0,None,2,89.1
T826,Closeout & Commissioning,2025-01-13,2025-03-15,62,61,-1,0,16,4,30859.97,40062.66,9202.69,12,Low,0.6,0.48,1,0,None,1,98.5
T827,Structural,2024-07-02,2024-09-21,60,81,21,1,12,9,52581.78,53464.12,882.34,16,Medium,0.64,0.8,3,3,Moderate,0,46.7
T828,Structural,2024-05-29,2024-06-24,19,26,7,1,17,8,17271.76,16975.37,-296.39,17,High,0.43,0.71,0,0,None,0,100.0
T829,Finishing & Interiors,2024-12-25,2025-01-30,36,36,0,0,16,6,58377.98,57627.59,-750.39,9,Medium,0.96,0.51,1,1,Serious,0,64.3
T830,MEP,2024-09-16,2024-09-17,1,1,0,0,12,1,64260.16,80737.8,16477.64,15,High,0.87,0.64,3,0,None,1,92.2
T831,Foundation & Sitework,2024-05-09,2024-05-17,6,8,2,1,8,2,80382.09,76255.93,-4126.16,19,Low,0.78,0.78,3,1,Moderate,0,71.5
T832,MEP,2024-08-30,2024-10-21,47,52,5,1,3,6,16434.25,16236.09,-198.16,4,Medium,0.26,0.11,3,0,None,1,100.0
T833,Foundation & Sitework,2024-04-02,2024-06-20,70,79,9,1,16,2,12351.91,15775.7,3423.79,12,Low,0.28,0.42,2,1,Minor,0,84.6
T834,Foundation & Sitework,2024-04-23,2024-06-09,39,47,8,1,13,5,24970.29,27549.26,2578.97,17,Low,0.59,0.83,2,0,None,0,100.0
T835,MEP,2024-08-27,2024-10-22,57,56,-1,0,19,5,42047.85,36746.4,-5301.45,16,Low,0.33,0.69,3,0,None,0,100.0
T836,Structural,2024-08-19,2024-11-13,87,86,-1,0,8,6,39739.45,41437.1,1697.65,8,Medium,0.98,0.53,4,0,None,1,98.8
T837,Closeout & Commissioning,2025-01-07,2025-01-21,10,14,4,1,5,6,71567.2,68290.02,-3277.18,13,Medium,0.33,0.52,2,0,None,0,100.0
T838,Structural,2024-06-04,2024-07-02,29,28,-1,0,8,6,6621.3,6611.36,-9.94,16,Medium,0.59,0.38,1,0,None,2,99.0
T839,MEP,2024-08-19,2024-11-14,68,87,19,1,12,2,4446.04,4432.6,-13.44,28,Low,0.49,0.52,2,0,None,0,100.0
T840,MEP,2024-09-02,2024-11-19,78,78,0,0,1,3,32956.36,39799.15,6842.79,3,Low,0.71,0.62,4,0,None,0,97.9
T841,Pre-Construction,2024-04-01,2024-06-28,87,88,1,1,6,6,67657.24,70019.21,2361.97,17,Medium,0.3,0.43,0,0,None,1,100.0
T842,MEP,2024-09-24,2024-09-26,1,2,1,1,18,8,23076.78,20150.1,-2926.68,26,Low,0.54,0.67,2,0,None,0,95.5
T843,Foundation & Sitework,2024-06-03,2024-06-29,26,26,0,0,8,1,61940.88,64508.94,2568.06,19,High,0.42,0.79,3,1,Moderate,0,72.3
T844,Closeout & Commissioning,2025-02-12,2025-02-26,11,14,3,1,7,1,26341.45,26722.99,381.54,23,Medium,0.91,0.22,3,0,None,0,100.0
T845,Foundation & Sitework,2024-05-08,2024-07-06,45,59,14,1,1,2,85787.3,88722.52,2935.22,23,Low,0.23,0.46,3,1,Minor,1,79.6
T846,Structural,2024-07-30,2024-09-24,57,56,-1,0,16,6,75800.05,89673.3,13873.25,14,High,0.93,0.43,0,0,None,0,97.2
T847,Foundation & Sitework,2024-04-18,2024-04-25,5,7,2,1,12,9,23277.04,30431.43,7154.39,10,Medium,0.87,0.65,4,0,None,0,96.4
T848,Closeout & Commissioning,2025-02-11,2025-02-14,2,3,1,1,6,4,19573.89,23769.38,4195.49,11,Low,0.44,0.3,1,0,None,0,100.0
T849,MEP,2024-08-13,2024-09-05,20,23,3,1,2,3,47089.13,41719.09,-5370.04,8,Medium,0.83,0.61,4,1,Minor,2,79.0
T850,MEP,2024-08-19,2024-09-06,19,18,-1,0,14,8,23995.75,24812.63,816.88,12,Low,0.22,0.8,0,0,None,0,100.0
T851,Pre-Construction,2024-04-12,2024-05-20,35,38,3,1,4,9,57482.22,67566.0,10083.78,14,High,0.97,0.43,3,0,None,0,97.4
T852,Finishing & Interiors,2024-12-09,2024-12-24,13,15,2,1,1,5,71927.57,82780.4,10852.83,26,High,0.62,0.83,4,0,None,1,99.6
T853,Foundation & Sitework,2024-05-13,2024-07-16,64,64,0,0,18,9,58182.42,67636.12,9453.7,14,High,0.44,0.89,1,0,None,0,100.0
T854,Finishing & Interiors,2024-11-26,2025-02-23,89,89,0,0,13,2,78819.94,82610.69,3790.75,27,Medium,0.49,0.18,3,0,None,2,92.1
T855,Foundation & Sitework,2024-06-07,2024-07-05,24,28,4,1,2,3,44821.4,40302.22,-4519.18,4,Low,0.25,0.29,1,0,None,0,99.1
T856,Foundation & Sitework,2024-05-03,2024-07-16,56,74,18,1,9,7,14157.15,16475.38,2318.23,22,Medium,0.99,0.86,2,1,Moderate,3,63.1
T857,Pre-Construction,2024-03-27,2024-05-05,29,39,10,1,2,7,59369.18,74057.14,14687.96,18,Low,0.23,0.87,1,0,None,2,98.8
T858,MEP,2024-09-09,2024-11-05,41,57,16,1,9,6,31669.52,36686.98,5017.46,25,Medium,0.72,0.18,3,2,Minor,0,71.5
T859,MEP,2024-08-14,2024-08-31,11,17,6,1,1,6,70688.68,67455.81,-3232.87,19,Medium,0.55,0.11,2,0,None,1,100.0
T860,Pre-Construction,2024-04-08,2024-07-03,86,86,0,0,11,2,22996.09,27793.75,4797.66,25,Low,0.96,0.23,3,0,None,0,98.0
T861,Finishing & Interiors,2024-11-04,2024-12-18,45,44,-1,0,3,6,8427.57,9041.73,614.16,24,Low,0.4,0.9,3,0,None,3,93.8
T862,MEP,2024-10-18,2024-11-12,21,25,4,1,4,4,100744.24,99265.6,-1478.64,25,High,0.63,0.24,2,0,None,0,100.0
T863,MEP,2024-08-16,2024-09-02,12,17,5,1,18,3,16538.44,16463.95,-74.49,25,High,0.59,0.5,1,0,None,1,98.9
T864,Structural,2024-07-29,2024-08-11,13,13,0,0,6,2,92469.23,98853.68,6384.45,13,Low,0.76,0.78,0,0,None,0,100.0
T865,Structural,2024-06-13,2024-09-05,72,84,12,1,3,1,74122.96,97750.71,23627.75,27,Low,0.25,0.12,0,0,None,0,98.9
T866,MEP,2024-11-06,2024-12-01,29,25,-4,0,11,5,79646.46,79587.99,-58.47,16,Low,0.36,0.58,0,0,None,2,90.3
T867,Foundation & Sitework,2024-06-03,2024-08-10,54,68,14,1,15,2,63231.36,66282.87,3051.51,17,High,0.37,0.32,0,0,None,0,100.0
T868,Foundation & Sitework,2024-04-25,2024-05-05,8,10,2,1,5,2,58498.18,58202.9,-295.28,20,Low,0.79,0.79,4,0,None,0,100.0
T869,Finishing & Interiors,2024-10-25,2024-12-31,68,67,-1,0,10,7,85887.71,86744.05,856.34,2,Medium,0.35,0.33,0,0,None,3,91.8
T870,Closeout & Commissioning,2025-01-13,2025-01-31,16,18,2,1,12,8,23521.58,29654.51,6132.93,1,Low,0.66,0.65,2,0,None,1,94.1
T871,Structural,2024-06-20,2024-09-14,86,86,0,0,15,8,37371.09,47300.44,9929.35,0,Medium,0.37,0.64,0,0,None,0,100.0
T872,Structural,2024-06-06,2024-07-10,26,34,8,1,17,4,47028.35,62319.61,15291.26,9,Low,0.89,0.28,3,0,None,0,98.1
T873,MEP,2024-10-07,2024-10-15,6,8,2,1,10,1,41710.98,41707.86,-3.12,18,Medium,0.95,0.13,0,0,None,1,96.3
T874,Structural,2024-08-07,2024-09-16,40,40,0,0,6,7,37685.49,43321.16,5635.67,16,Low,0.61,0.43,1,0,None,1,98.5
T875,Pre-Construction,2024-03-28,2024-06-19,78,83,5,1,18,1,27101.27,33698.18,6596.91,11,Medium,0.48,0.33,2,1,Moderate,1,74.5
T876,Foundation & Sitework,2024-05-20,2024-07-01,42,42,0,0,13,4,56023.06,56858.95,835.89,0,Low,0.39,0.75,2,0,None,0,97.3
T877,Finishing & Interiors,2024-10-28,2024-12-08,32,41,9,1,3,8,93355.2,85206.88,-8148.32,11,Medium,0.24,0.74,4,0,None,0,99.1
T878,MEP,2024-08-05,2024-08-11,4,6,2,1,10,2,17804.96,20951.31,3146.35,16,High,0.41,0.47,3,1,Minor,0,82.7
T879,Pre-Construction,2024-03-20,2024-05-11,52,52,0,0,14,6,97318.12,93508.87,-3809.25,23,Low,0.72,0.59,2,3,Minor,0,52.0
T880,Foundation & Sitework,2024-04-25,2024-05-21,22,26,4,1,6,6,60777.89,69219.68,8441.79,2,High,0.63,0.58,1,0,None,5,87.8
T881,Structural,2024-07-24,2024-09-26,59,64,5,1,3,9,64541.05,82504.05,17963.0,10,Medium,0.96,0.76,0,0,None,0,100.0
T882,MEP,2024-10-15,2024-12-13,46,59,13,1,16,5,43821.34,56062.88,12241.54,16,Low,0.52,0.44,2,0,None,0,98.7
T883,Pre-Construction,2024-03-08,2024-05-03,42,56,14,1,7,4,74120.31,78172.15,4051.84,22,Low,0.76,0.32,1,0,None,0,100.0
T884,Foundation & Sitework,2024-04-05,2024-06-03,46,59,13,1,14,5,2473.76,2603.84,130.08,25,Low,0.59,0.31,0,0,None,0,100.0
T885,Finishing & Interiors,2024-11-01,2025-01-10,71,70,-1,0,9,5,74818.91,82019.66,7200.75,2,Medium,0.61,0.53,4,0,None,0,100.0
T886,Foundation & Sitework,2024-04-23,2024-05-26,36,33,-3,0,15,8,5645.07,4973.75,-671.32,7,Medium,0.41,0.46,2,1,Moderate,2,65.8
T887,MEP,2024-08-13,2024-10-05,53,53,0,0,3,8,87778.81,89101.42,1322.61,19,Low,0.56,0.45,2,0,None,0,100.0
T888,Structural,2024-08-28,2024-09-19,22,22,0,0,2,2,100077.3,99204.31,-872.99,3,Medium,0.58,0.17,1,0,None,0,98.8
T889,Foundation & Sitework,2024-05-20,2024-06-10,21,21,0,0,2,7,28539.1,30112.68,1573.58,20,High,0.77,0.67,3,0,None,1,95.4
T890,Structural,2024-06-11,2024-08-20,70,70,0,0,3,8,18175.37,21821.54,3646.17,21,High,0.95,0.27,4,0,None,4,83.6
T891,Finishing & Interiors,2024-11-15,2025-01-24,60,70,10,1,18,6,68454.0,76770.97,8316.97,6,Medium,0.46,0.26,3,3,Moderate,0,44.9
T892,Finishing & Interiors,2024-10-15,2024-10-19,4,4,0,0,14,5,26350.65,26049.61,-301.04,13,High,0.23,0.43,2,2,Minor,0,66.1
T893,Finishing & Interiors,2024-10-28,2025-01-11,75,75,0,0,18,9,91722.45,86690.68,-5031.77,13,Medium,0.6,0.28,3,0,None,1,94.5
